,breed,type.x,contact_state
806,Boxer,Dog,UT
807,Pit Bull Terrier,Dog,UT
808,Pit Bull Terrier,Dog,UT
809,Pit Bull Terrier,Dog,UT
810,Bluetick Coonhound,Dog,UT
811,Australian Cattle Dog / Blue Heeler,Dog,UT
812,Corgi,Dog,UT
813,Shepherd,Dog,UT
814,Border Collie,Dog,UT
815,Border Collie,Dog,UT
816,Shepherd,Dog,UT
817,Terrier,Dog,UT
818,Pit Bull Terrier,Dog,UT
819,Border Collie,Dog,UT
820,Collie,Dog,UT
821,Pit Bull Terrier,Dog,UT
822,Retriever,Dog,UT
823,Chihuahua,Dog,UT
824,Basset Hound,Dog,UT
825,Cane Corso,Dog,UT
826,American Staffordshire Terrier,Dog,UT
827,Pit Bull Terrier,Dog,UT
828,Pit Bull Terrier,Dog,UT
829,Shepherd,Dog,UT
830,Cattle Dog,Dog,UT
831,Cairn Terrier,Dog,UT
832,Black Labrador Retriever,Dog,UT
833,Labrador Retriever,Dog,UT
834,Pit Bull Terrier,Dog,UT
835,Labrador Retriever,Dog,UT
836,Border Collie,Dog,UT
837,Pointer,Dog,UT
838,Border Collie,Dog,UT
839,Shepherd,Dog,UT
840,Pit Bull Terrier,Dog,UT
841,Labrador Retriever,Dog,UT
842,Boxer,Dog,UT
843,Pit Bull Terrier,Dog,UT
844,Australian Cattle Dog / Blue Heeler,Dog,UT
845,Cattle Dog,Dog,UT
846,Border Collie,Dog,UT
847,Silky Terrier,Dog,UT
848,German Shepherd Dog,Dog,UT
849,Hound,Dog,UT
850,Boxer,Dog,UT
851,Italian Greyhound,Dog,UT
852,Whippet,Dog,UT
853,Bluetick Coonhound,Dog,UT
854,Staffordshire Bull Terrier,Dog,UT
855,Labrador Retriever,Dog,UT
856,Pit Bull Terrier,Dog,UT
857,Border Collie,Dog,UT
858,Chihuahua,Dog,UT
859,Pit Bull Terrier,Dog,UT
860,Great Pyrenees,Dog,UT
861,Pit Bull Terrier,Dog,UT
862,Black Mouth Cur,Dog,UT
863,Pit Bull Terrier,Dog,UT
864,Catahoula Leopard Dog,Dog,UT
865,Pit Bull Terrier,Dog,UT
866,Labrador Retriever,Dog,UT
867,Cattle Dog,Dog,UT
868,American Staffordshire Terrier,Dog,UT
869,Shepherd,Dog,UT
870,Labrador Retriever,Dog,UT
871,Pit Bull Terrier,Dog,UT
872,Shepherd,Dog,UT
873,Belgian Shepherd / Malinois,Dog,UT
874,Pit Bull Terrier,Dog,UT
875,American Staffordshire Terrier,Dog,UT
876,Pit Bull Terrier,Dog,UT
877,Pit Bull Terrier,Dog,UT
878,American Staffordshire Terrier,Dog,UT
879,English Pointer,Dog,UT
880,Labrador Retriever,Dog,UT
881,Shepherd,Dog,UT
882,Pit Bull Terrier,Dog,UT
883,Catahoula Leopard Dog,Dog,UT
884,Labrador Retriever,Dog,UT
885,Pit Bull Terrier,Dog,UT
886,Treeing Walker Coonhound,Dog,UT
887,Border Collie,Dog,UT
888,Pit Bull Terrier,Dog,UT
889,Pit Bull Terrier,Dog,UT
890,Pit Bull Terrier,Dog,UT
891,Labrador Retriever,Dog,UT
892,Cattle Dog,Dog,UT
893,Pit Bull Terrier,Dog,UT
894,Pit Bull Terrier,Dog,UT
895,Border Collie,Dog,UT
896,Pit Bull Terrier,Dog,UT
897,Pit Bull Terrier,Dog,UT
898,Vizsla,Dog,UT
899,Akita,Dog,UT
900,Hound,Dog,UT
901,Pit Bull Terrier,Dog,UT
902,Carolina Dog,Dog,UT
903,Cattle Dog,Dog,UT
904,Pointer,Dog,UT
905,Pit Bull Terrier,Dog,UT
906,Pit Bull Terrier,Dog,UT
907,Pit Bull Terrier,Dog,UT
908,Labrador Retriever,Dog,UT
909,Pit Bull Terrier,Dog,UT
910,Pit Bull Terrier,Dog,UT
911,Chow Chow,Dog,UT
912,Pit Bull Terrier,Dog,UT
913,Rottweiler,Dog,UT
914,Pit Bull Terrier,Dog,UT
915,Pit Bull Terrier,Dog,UT
916,Anatolian Shepherd,Dog,UT
917,Retriever,Dog,UT
918,Catahoula Leopard Dog,Dog,UT
919,Chow Chow,Dog,UT
920,Labrador Retriever,Dog,UT
921,Terrier,Dog,UT
922,Labrador Retriever,Dog,UT
923,Siberian Husky,Dog,UT
924,Airedale Terrier,Dog,UT
925,Schipperke,Dog,UT
926,Pit Bull Terrier,Dog,UT
927,Shepherd,Dog,UT
928,Shepherd,Dog,UT
929,Retriever,Dog,UT
930,Hound,Dog,UT
931,Pit Bull Terrier,Dog,UT
932,German Shepherd Dog,Dog,UT
933,Cattle Dog,Dog,UT
934,Alaskan Malamute,Dog,UT
935,Pit Bull Terrier,Dog,UT
936,Shar-Pei,Dog,UT
937,Siberian Husky,Dog,UT
938,Pit Bull Terrier,Dog,UT
939,Cattle Dog,Dog,UT
940,Siberian Husky,Dog,UT
941,Labrador Retriever,Dog,UT
942,Shepherd,Dog,UT
943,Labrador Retriever,Dog,UT
944,Labrador Retriever,Dog,UT
945,Pit Bull Terrier,Dog,UT
946,Labrador Retriever,Dog,UT
947,Labrador Retriever,Dog,UT
948,Great Dane,Dog,UT
949,Shetland Sheepdog / Sheltie,Dog,UT
950,Chihuahua,Dog,UT
951,Cattle Dog,Dog,UT
952,Hound,Dog,UT
953,Mastiff,Dog,UT
954,Siberian Husky,Dog,UT
955,Black Labrador Retriever,Dog,UT
956,Labrador Retriever,Dog,UT
957,Pit Bull Terrier,Dog,UT
958,Cattle Dog,Dog,UT
959,Pit Bull Terrier,Dog,UT
960,Shepherd,Dog,UT
961,Labrador Retriever,Dog,UT
962,Pit Bull Terrier,Dog,UT
963,Cattle Dog,Dog,UT
964,Pit Bull Terrier,Dog,UT
965,Shepherd,Dog,UT
966,Retriever,Dog,UT
967,Labrador Retriever,Dog,UT
968,Cattle Dog,Dog,UT
969,Bull Terrier,Dog,UT
970,Boxer,Dog,UT
971,Great Dane,Dog,UT
972,Weimaraner,Dog,UT
973,Boxer,Dog,UT
974,Shepherd,Dog,UT
975,American Bulldog,Dog,UT
976,Labrador Retriever,Dog,UT
977,Pit Bull Terrier,Dog,UT
978,Pit Bull Terrier,Dog,UT
979,Labrador Retriever,Dog,UT
980,Cattle Dog,Dog,UT
981,Pointer,Dog,UT
982,Terrier,Dog,UT
983,Pit Bull Terrier,Dog,UT
984,Boxer,Dog,UT
985,American Bulldog,Dog,UT
986,Dogo Argentino,Dog,UT
987,Labrador Retriever,Dog,UT
988,Labrador Retriever,Dog,UT
989,Shepherd,Dog,UT
990,Cattle Dog,Dog,UT
991,Greyhound,Dog,UT
992,Chihuahua,Dog,UT
993,Great Dane,Dog,UT
994,Pointer,Dog,UT
995,Cattle Dog,Dog,UT
996,Cattle Dog,Dog,UT
997,Cattle Dog,Dog,UT
998,Pit Bull Terrier,Dog,UT
999,Labrador Retriever,Dog,UT
1000,Cattle Dog,Dog,UT
1001,Labrador Retriever,Dog,UT
1002,Labrador Retriever,Dog,UT
1003,Cattle Dog,Dog,UT
1004,Pit Bull Terrier,Dog,UT
1005,Mastiff,Dog,UT
1006,Rhodesian Ridgeback,Dog,UT
1007,Labrador Retriever,Dog,UT
1008,Pit Bull Terrier,Dog,UT
1009,Pit Bull Terrier,Dog,UT
1010,Cattle Dog,Dog,UT
1011,Bull Terrier,Dog,UT
1012,Border Collie,Dog,UT
1013,Pit Bull Terrier,Dog,UT
1014,Labrador Retriever,Dog,UT
1015,Cattle Dog,Dog,UT
1016,Labrador Retriever,Dog,UT
1017,Chihuahua,Dog,UT
1018,Chihuahua,Dog,UT
1019,Miniature Pinscher,Dog,UT
1020,Labrador Retriever,Dog,UT
1021,Pit Bull Terrier,Dog,UT
1022,Black Labrador Retriever,Dog,UT
1023,German Shepherd Dog,Dog,UT
1024,Boxer,Dog,UT
1025,Pug,Dog,UT
1026,Chihuahua,Dog,UT
1027,Australian Cattle Dog / Blue Heeler,Dog,UT
1028,Chihuahua,Dog,UT
1029,Cairn Terrier,Dog,UT
1030,Cairn Terrier,Dog,UT
1031,Chihuahua,Dog,UT
1032,Pit Bull Terrier,Dog,UT
1033,Shepherd,Dog,UT
1034,Pit Bull Terrier,Dog,NV
1035,Cocker Spaniel,Dog,NV
1036,Chihuahua,Dog,NV
1037,Chihuahua,Dog,NV
1038,Pit Bull Terrier,Dog,NV
1039,Chihuahua,Dog,NV
1040,Miniature Pinscher,Dog,NV
1041,Pit Bull Terrier,Dog,NV
1042,German Shepherd Dog,Dog,NV
1043,Pit Bull Terrier,Dog,NV
1044,Pit Bull Terrier,Dog,NV
1045,Pit Bull Terrier,Dog,NV
1046,German Shepherd Dog,Dog,NV
1047,German Shepherd Dog,Dog,NV
1048,Chihuahua,Dog,NV
1049,Australian Shepherd,Dog,NV
1050,Pit Bull Terrier,Dog,NV
1051,German Shepherd Dog,Dog,NV
1052,Pit Bull Terrier,Dog,NV
1053,Papillon,Dog,NV
1054,Chihuahua,Dog,NV
1055,Chihuahua,Dog,NV
1056,Pit Bull Terrier,Dog,NV
1057,Doberman Pinscher,Dog,NV
1058,Pit Bull Terrier,Dog,NV
1059,Labrador Retriever,Dog,NV
1060,Pit Bull Terrier,Dog,NV
1061,Husky,Dog,NV
1062,Bull Terrier,Dog,NV
1063,Terrier,Dog,NV
1064,Siberian Husky,Dog,NV
1065,American Staffordshire Terrier,Dog,NV
1066,Terrier,Dog,NV
1067,Border Collie,Dog,NV
1068,Mixed Breed,Dog,CA
1069,Pit Bull Terrier,Dog,NV
1070,Pit Bull Terrier,Dog,NV
1071,Boxer,Dog,NV
1072,Cattle Dog,Dog,NV
1073,Border Collie,Dog,NV
1074,Border Collie,Dog,NV
1075,Mixed Breed,Dog,CA
1076,Cattle Dog,Dog,NV
1077,Pit Bull Terrier,Dog,NV
1078,Shepherd,Dog,NV
1079,Pointer,Dog,NV
1080,Pit Bull Terrier,Dog,NV
1081,Husky,Dog,NV
1082,Mixed Breed,Dog,CA
1083,Husky,Dog,NV
1084,American Staffordshire Terrier,Dog,NV
1085,Terrier,Dog,NV
1086,Siberian Husky,Dog,CA
1087,Labrador Retriever,Dog,NV
1088,Shepherd,Dog,NV
1089,Shepherd,Dog,NV
1090,Shepherd,Dog,NV
1091,Siberian Husky,Dog,CA
1092,Chihuahua,Dog,NV
1093,Labrador Retriever,Dog,CA
1094,American Staffordshire Terrier,Dog,CA
1095,English Bulldog,Dog,NV
1096,Cattle Dog,Dog,NV
1097,Australian Shepherd,Dog,NV
1098,Pit Bull Terrier,Dog,NV
1099,Shih Tzu,Dog,NV
1100,Pointer,Dog,NV
1101,Black Labrador Retriever,Dog,NV
1102,Labrador Retriever,Dog,NV
1103,Pit Bull Terrier,Dog,NV
1104,Mastiff,Dog,NV
1105,Weimaraner,Dog,NV
1106,Rottweiler,Dog,NV
1107,Pit Bull Terrier,Dog,NV
1108,Brittany Spaniel,Dog,NV
1109,Pit Bull Terrier,Dog,NV
1110,Pit Bull Terrier,Dog,NV
1111,Tibetan Mastiff,Dog,NV
1112,Labrador Retriever,Dog,NV
1113,Catahoula Leopard Dog,Dog,NV
1114,Pit Bull Terrier,Dog,NV
1115,Pit Bull Terrier,Dog,NV
1116,Pit Bull Terrier,Dog,NV
1117,Anatolian Shepherd,Dog,NV
1118,Black Labrador Retriever,Dog,NV
1119,Pit Bull Terrier,Dog,NV
1120,Pit Bull Terrier,Dog,NV
1121,Australian Cattle Dog / Blue Heeler,Dog,NV
1122,German Shorthaired Pointer,Dog,NV
1123,Labrador Retriever,Dog,NV
1124,Labrador Retriever,Dog,NV
1125,Dachshund,Dog,NV
1126,Pit Bull Terrier,Dog,NV
1127,Pit Bull Terrier,Dog,NV
1128,American Staffordshire Terrier,Dog,NV
1129,Pit Bull Terrier,Dog,NV
1130,Poodle,Dog,NV
1131,Doberman Pinscher,Dog,NV
1132,Australian Cattle Dog / Blue Heeler,Dog,CA
1133,Dachshund,Dog,NV
1134,Australian Shepherd,Dog,NV
1135,Australian Cattle Dog / Blue Heeler,Dog,NV
1136,German Shepherd Dog,Dog,CA
1137,German Shepherd Dog,Dog,NV
1138,Boxer,Dog,NV
1139,Labrador Retriever,Dog,NV
1140,Chihuahua,Dog,NV
1141,Shepherd,Dog,NV
1142,Shepherd,Dog,NV
1143,Labrador Retriever,Dog,NV
1144,English Bulldog,Dog,NV
1145,Shepherd,Dog,NV
1146,Cattle Dog,Dog,NV
1147,Shepherd,Dog,NV
1148,German Shepherd Dog,Dog,NV
1149,Pomeranian,Dog,NV
1150,Labrador Retriever,Dog,NV
1151,Cattle Dog,Dog,NV
1152,Staffordshire Bull Terrier,Dog,NV
1153,Coonhound,Dog,NV
1154,Pit Bull Terrier,Dog,NV
1155,American Staffordshire Terrier,Dog,NV
1156,Pit Bull Terrier,Dog,NV
1157,Shepherd,Dog,CA
1158,Labrador Retriever,Dog,CA
1159,Jindo,Dog,NV
1160,Pit Bull Terrier,Dog,NV
1161,Boxer,Dog,NV
1162,Mixed Breed,Dog,CA
1163,Labrador Retriever,Dog,NV
1164,Shepherd,Dog,CA
1165,Chihuahua,Dog,NV
1166,Chihuahua,Dog,NV
1167,American Staffordshire Terrier,Dog,NV
1168,Black Labrador Retriever,Dog,NV
1169,German Shepherd Dog,Dog,NV
1170,Cattle Dog,Dog,NV
1171,Labrador Retriever,Dog,NV
1172,Yorkshire Terrier,Dog,NV
1173,Husky,Dog,CA
1174,Chihuahua,Dog,CA
1175,Chihuahua,Dog,NV
1176,Pit Bull Terrier,Dog,NV
1177,Shepherd,Dog,CA
1178,Labrador Retriever,Dog,NV
1179,Miniature Pinscher,Dog,NV
1180,Boxer,Dog,NV
1181,Labrador Retriever,Dog,CA
1182,Boxer,Dog,CA
1183,Corgi,Dog,NV
1184,Husky,Dog,NV
1185,Great Dane,Dog,NV
1186,Boxer,Dog,NV
1187,Australian Shepherd,Dog,NV
1188,German Shepherd Dog,Dog,NV
1189,German Shepherd Dog,Dog,NV
1190,Pit Bull Terrier,Dog,NV
1191,Miniature Pinscher,Dog,NV
1192,Shepherd,Dog,CA
1193,Rottweiler,Dog,CA
1194,Labrador Retriever,Dog,CA
1195,Australian Cattle Dog / Blue Heeler,Dog,NV
1196,Australian Shepherd,Dog,NV
1197,German Shepherd Dog,Dog,NV
1198,German Shepherd Dog,Dog,NV
1199,Cairn Terrier,Dog,NV
1200,Chihuahua,Dog,NV
1201,Chihuahua,Dog,NV
1202,Border Collie,Dog,NV
1203,Australian Cattle Dog / Blue Heeler,Dog,CA
1204,Chihuahua,Dog,NV
1205,Pit Bull Terrier,Dog,NV
1206,Boxer,Dog,NV
1207,Chow Chow,Dog,NV
1208,Yellow Labrador Retriever,Dog,NV
1209,Pit Bull Terrier,Dog,NV
1210,Pit Bull Terrier,Dog,NV
1211,Cattle Dog,Dog,NV
1212,German Shepherd Dog,Dog,NV
1213,Saint Bernard,Dog,NV
1214,Border Collie,Dog,NV
1215,Border Collie,Dog,NV
1216,Terrier,Dog,NV
1217,Staffordshire Bull Terrier,Dog,NV
1218,Jack Russell Terrier,Dog,NV
1219,German Shepherd Dog,Dog,NV
1220,German Shepherd Dog,Dog,NV
1221,German Shepherd Dog,Dog,NV
1222,German Shepherd Dog,Dog,NV
1223,German Shepherd Dog,Dog,NV
1224,Xoloitzcuintli / Mexican Hairless,Dog,NV
1225,Catahoula Leopard Dog,Dog,NV
1226,Cattle Dog,Dog,NV
1227,Saint Bernard,Dog,NV
1228,Saint Bernard,Dog,NV
1229,Yellow Labrador Retriever,Dog,NV
1230,Australian Shepherd,Dog,NV
1231,Pit Bull Terrier,Dog,NV
1232,Husky,Dog,NV
1233,Saint Bernard,Dog,NV
1234,Saint Bernard,Dog,NV
1235,Poodle,Dog,NV
1236,Black Labrador Retriever,Dog,NV
1237,Boxer,Dog,NV
1238,Pit Bull Terrier,Dog,NV
1239,Retriever,Dog,NV
1240,Australian Kelpie,Dog,CA
1241,Doberman Pinscher,Dog,CA
1242,Dachshund,Dog,CA
1243,Dachshund,Dog,CA
1244,Pointer,Dog,CA
1245,German Shepherd Dog,Dog,CA
1246,Labrador Retriever,Dog,CA
1247,Labrador Retriever,Dog,CA
1248,German Shepherd Dog,Dog,CA
1249,German Shepherd Dog,Dog,CA
1250,Staffordshire Bull Terrier,Dog,CA
1251,Pit Bull Terrier,Dog,CA
1252,Labrador Retriever,Dog,CA
1253,German Shepherd Dog,Dog,CA
1254,Terrier,Dog,CA
1255,Chihuahua,Dog,CA
1256,Chihuahua,Dog,CA
1257,Dogo Argentino,Dog,CA
1258,English Foxhound,Dog,CA
1259,Pomeranian,Dog,CA
1260,Pit Bull Terrier,Dog,CA
1261,German Shepherd Dog,Dog,CA
1262,Pit Bull Terrier,Dog,CA
1263,Catahoula Leopard Dog,Dog,CA
1264,Labrador Retriever,Dog,CA
1265,Coonhound,Dog,CA
1266,Alaskan Malamute,Dog,CA
1267,American Staffordshire Terrier,Dog,CA
1268,Terrier,Dog,CA
1269,Chihuahua,Dog,CA
1270,American Staffordshire Terrier,Dog,CA
1271,Miniature Pinscher,Dog,CA
1272,Labrador Retriever,Dog,CA
1273,Pit Bull Terrier,Dog,CA
1274,Chihuahua,Dog,CA
1275,Chihuahua,Dog,CA
1276,Chihuahua,Dog,CA
1277,Pit Bull Terrier,Dog,CA
1278,Chihuahua,Dog,CA
1279,Wirehaired Terrier,Dog,CA
1280,Pit Bull Terrier,Dog,CA
1281,German Shepherd Dog,Dog,CA
1282,German Shepherd Dog,Dog,CA
1283,Dachshund,Dog,CA
1284,German Shepherd Dog,Dog,CA
1285,Mastiff,Dog,CA
1286,Dachshund,Dog,CA
1287,Shar-Pei,Dog,CA
1288,Australian Cattle Dog / Blue Heeler,Dog,CA
1289,Chihuahua,Dog,CA
1290,Miniature Pinscher,Dog,CA
1291,Rottweiler,Dog,CA
1292,Labrador Retriever,Dog,CA
1293,Husky,Dog,CA
1294,Great Pyrenees,Dog,CA
1295,Siberian Husky,Dog,CA
1296,Shepherd,Dog,CA
1297,American Staffordshire Terrier,Dog,CA
1298,Shih Tzu,Dog,CA
1299,Pomeranian,Dog,CA
1300,American Staffordshire Terrier,Dog,CA
1301,American Staffordshire Terrier,Dog,CA
1302,Chihuahua,Dog,CA
1303,Chihuahua,Dog,CA
1304,Chihuahua,Dog,CA
1305,Pit Bull Terrier,Dog,CA
1306,Miniature Poodle,Dog,CA
1307,Chihuahua,Dog,CA
1308,Terrier,Dog,CA
1309,Mastiff,Dog,CA
1310,Pit Bull Terrier,Dog,CA
1311,German Shepherd Dog,Dog,CA
1312,Chihuahua,Dog,CA
1313,American Staffordshire Terrier,Dog,CA
1314,Pit Bull Terrier,Dog,CA
1315,Australian Cattle Dog / Blue Heeler,Dog,CA
1316,Poodle,Dog,CA
1317,Pit Bull Terrier,Dog,CA
1318,German Shepherd Dog,Dog,CA
1319,Pit Bull Terrier,Dog,CA
1320,Terrier,Dog,CA
1321,Spaniel,Dog,CA
1322,Border Collie,Dog,CA
1323,Cattle Dog,Dog,CA
1324,Chihuahua,Dog,CA
1325,Rat Terrier,Dog,CA
1326,Rat Terrier,Dog,CA
1327,Border Collie,Dog,CA
1328,Terrier,Dog,CA
1329,Chihuahua,Dog,CA
1330,Siberian Husky,Dog,CA
1331,German Shepherd Dog,Dog,CA
1332,Chihuahua,Dog,CA
1333,Dachshund,Dog,CA
1334,Chihuahua,Dog,CA
1335,Australian Shepherd,Dog,CA
1336,German Shepherd Dog,Dog,CA
1337,Pit Bull Terrier,Dog,CA
1338,Chihuahua,Dog,CA
1339,Pit Bull Terrier,Dog,CA
1340,Dachshund,Dog,CA
1341,Dachshund,Dog,CA
1342,Chihuahua,Dog,CA
1343,Chihuahua,Dog,CA
1344,Labrador Retriever,Dog,CA
1345,Chihuahua,Dog,CA
1346,Retriever,Dog,CA
1347,American Bulldog,Dog,CA
1348,Chihuahua,Dog,CA
1349,Rottweiler,Dog,CA
1350,Shepherd,Dog,CA
1351,Chihuahua,Dog,CA
1352,Chihuahua,Dog,CA
1353,Border Collie,Dog,CA
1354,Hound,Dog,CA
1355,Hound,Dog,CA
1356,Hound,Dog,CA
1357,Hound,Dog,CA
1358,Labrador Retriever,Dog,CA
1359,Chihuahua,Dog,CA
1360,Terrier,Dog,CA
1361,Eskimo Dog,Dog,CA
1362,Chihuahua,Dog,CA
1363,Labrador Retriever,Dog,CA
1364,Terrier,Dog,CA
1365,Catahoula Leopard Dog,Dog,CA
1366,Pit Bull Terrier,Dog,CA
1367,Border Collie,Dog,CA
1368,Chow Chow,Dog,CA
1369,Labrador Retriever,Dog,CA
1370,Dachshund,Dog,CA
1371,German Shepherd Dog,Dog,CA
1372,Pit Bull Terrier,Dog,CA
1373,Pit Bull Terrier,Dog,CA
1374,Pit Bull Terrier,Dog,CA
1375,Pit Bull Terrier,Dog,CA
1376,Papillon,Dog,CA
1377,Doberman Pinscher,Dog,CA
1378,Boxer,Dog,CA
1379,Boxer,Dog,CA
1380,Staffordshire Bull Terrier,Dog,CA
1381,Labrador Retriever,Dog,CA
1382,American Bulldog,Dog,CA
1383,Pit Bull Terrier,Dog,CA
1384,Parson Russell Terrier,Dog,CA
1385,Australian Cattle Dog / Blue Heeler,Dog,CA
1386,Rat Terrier,Dog,CA
1387,German Shepherd Dog,Dog,CA
1388,Chow Chow,Dog,CA
1389,Mixed Breed,Dog,CA
1390,Mixed Breed,Dog,CA
1391,Pit Bull Terrier,Dog,CA
1392,German Shepherd Dog,Dog,CA
1393,Pit Bull Terrier,Dog,CA
1394,Pit Bull Terrier,Dog,CA
1395,Pit Bull Terrier,Dog,CA
1396,Chihuahua,Dog,CA
1397,Pit Bull Terrier,Dog,CA
1398,Chihuahua,Dog,CA
1399,Pit Bull Terrier,Dog,CA
1400,Plott Hound,Dog,CA
1401,Plott Hound,Dog,CA
1402,Plott Hound,Dog,CA
1403,Plott Hound,Dog,CA
1404,Plott Hound,Dog,CA
1405,Pit Bull Terrier,Dog,CA
1406,Black Mouth Cur,Dog,CA
1407,Shepherd,Dog,CA
1408,Shepherd,Dog,CA
1409,Chihuahua,Dog,CA
1410,French Bulldog,Dog,CA
1411,Siberian Husky,Dog,CA
1412,Labrador Retriever,Dog,CA
1413,Pit Bull Terrier,Dog,CA
1414,Pit Bull Terrier,Dog,CA
1415,Pit Bull Terrier,Dog,CA
1416,Samoyed,Dog,CA
1417,Labrador Retriever,Dog,CA
1418,Pit Bull Terrier,Dog,CA
1419,Mixed Breed,Dog,CA
1420,Shepherd,Dog,CA
1421,Pit Bull Terrier,Dog,CA
1422,American Bulldog,Dog,CA
1423,Rottweiler,Dog,CA
1424,German Shepherd Dog,Dog,CA
1425,Pit Bull Terrier,Dog,CA
1426,Great Dane,Dog,CA
1427,German Shepherd Dog,Dog,CA
1428,Shepherd,Dog,CA
1429,Boxer,Dog,CA
1430,Dachshund,Dog,CA
1431,Terrier,Dog,CA
1432,Terrier,Dog,CA
1433,German Shepherd Dog,Dog,CA
1434,Beagle,Dog,CA
1435,Pit Bull Terrier,Dog,CA
1436,Pit Bull Terrier,Dog,CA
1437,Chihuahua,Dog,CA
1438,Catahoula Leopard Dog,Dog,CA
1439,Catahoula Leopard Dog,Dog,CA
1440,Pit Bull Terrier,Dog,CA
1441,Chihuahua,Dog,CA
1442,Pit Bull Terrier,Dog,CA
1443,Akbash,Dog,CA
1444,Pit Bull Terrier,Dog,CA
1445,Pit Bull Terrier,Dog,CA
1446,Great Pyrenees,Dog,CA
1447,Great Pyrenees,Dog,CA
1448,Great Pyrenees,Dog,CA
1449,Akita,Dog,CA
1450,Boxer,Dog,CA
1451,Labrador Retriever,Dog,CA
1452,Border Collie,Dog,CA
1453,Husky,Dog,CA
1454,Husky,Dog,CA
1455,Husky,Dog,CA
1456,Pit Bull Terrier,Dog,CA
1457,Pit Bull Terrier,Dog,CA
1458,Pit Bull Terrier,Dog,CA
1459,Pit Bull Terrier,Dog,CA
1460,German Shepherd Dog,Dog,CA
1461,Pit Bull Terrier,Dog,CA
1462,Pit Bull Terrier,Dog,CA
1463,Shar-Pei,Dog,CA
1464,Boxer,Dog,CA
1465,Chihuahua,Dog,CA
1466,Pit Bull Terrier,Dog,CA
1467,Rat Terrier,Dog,CA
1468,Chow Chow,Dog,CA
1469,Chihuahua,Dog,CA
1470,Beagle,Dog,CA
1471,Pit Bull Terrier,Dog,CA
1472,Pit Bull Terrier,Dog,CA
1473,Pit Bull Terrier,Dog,CA
1474,Pit Bull Terrier,Dog,CA
1475,German Shepherd Dog,Dog,CA
1476,German Shepherd Dog,Dog,CA
1477,German Shepherd Dog,Dog,CA
1478,Belgian Shepherd / Malinois,Dog,CA
1479,Pit Bull Terrier,Dog,CA
1480,Chow Chow,Dog,CA
1481,Pit Bull Terrier,Dog,CA
1482,Plott Hound,Dog,CA
1483,Pit Bull Terrier,Dog,CA
1484,Terrier,Dog,CA
1485,Pit Bull Terrier,Dog,CA
1486,Pit Bull Terrier,Dog,CA
1487,Rat Terrier,Dog,CA
1488,Terrier,Dog,CA
1489,Pit Bull Terrier,Dog,CA
1490,Labrador Retriever,Dog,CA
1491,Pit Bull Terrier,Dog,CA
1492,Pit Bull Terrier,Dog,CA
1493,Pit Bull Terrier,Dog,CA
1494,Pit Bull Terrier,Dog,CA
1495,Pit Bull Terrier,Dog,CA
1496,Rottweiler,Dog,CA
1497,Pit Bull Terrier,Dog,CA
1498,Chihuahua,Dog,CA
1499,Chow Chow,Dog,CA
1500,Labrador Retriever,Dog,CA
1501,American Bulldog,Dog,CA
1502,German Shepherd Dog,Dog,CA
1503,Pit Bull Terrier,Dog,CA
1504,Pit Bull Terrier,Dog,CA
1505,Pit Bull Terrier,Dog,CA
1506,Labrador Retriever,Dog,CA
1507,Pit Bull Terrier,Dog,CA
1508,Labrador Retriever,Dog,CA
1509,Pit Bull Terrier,Dog,CA
1510,Jack Russell Terrier,Dog,CA
1511,American Staffordshire Terrier,Dog,CA
1512,Boxer,Dog,CA
1513,American Bulldog,Dog,CA
1514,Rat Terrier,Dog,CA
1515,American Staffordshire Terrier,Dog,CA
1516,American Bulldog,Dog,CA
1517,American Staffordshire Terrier,Dog,CA
1518,American Bulldog,Dog,CA
1519,Pit Bull Terrier,Dog,CA
1520,Pit Bull Terrier,Dog,CA
1521,Chihuahua,Dog,CA
1522,Chihuahua,Dog,CA
1523,Mastiff,Dog,CA
1524,Basenji,Dog,CA
1525,Pit Bull Terrier,Dog,CA
1526,Pointer,Dog,CA
1527,Jack Russell Terrier,Dog,CA
1528,German Shepherd Dog,Dog,CA
1529,Terrier,Dog,CA
1530,Cocker Spaniel,Dog,CA
1531,German Shepherd Dog,Dog,CA
1532,German Shepherd Dog,Dog,CA
1533,German Shepherd Dog,Dog,CA
1534,Pit Bull Terrier,Dog,CA
1535,German Shepherd Dog,Dog,CA
1536,Pit Bull Terrier,Dog,CA
1537,German Shepherd Dog,Dog,CA
1538,German Shepherd Dog,Dog,CA
1539,Jack Russell Terrier,Dog,CA
1540,Pit Bull Terrier,Dog,CA
1541,Labrador Retriever,Dog,CA
1542,Chihuahua,Dog,CA
1543,Cocker Spaniel,Dog,CA
1544,Cattle Dog,Dog,CA
1545,Boxer,Dog,CA
1546,Pit Bull Terrier,Dog,CA
1547,Pit Bull Terrier,Dog,CA
1548,Pit Bull Terrier,Dog,CA
1549,Beagle,Dog,CA
1550,Pit Bull Terrier,Dog,CA
1551,Chihuahua,Dog,CA
1552,German Shepherd Dog,Dog,CA
1553,Chow Chow,Dog,CA
1554,English Bulldog,Dog,CA
1555,Pit Bull Terrier,Dog,CA
1556,Pit Bull Terrier,Dog,CA
1557,Shepherd,Dog,CA
1558,Terrier,Dog,CA
1559,Chow Chow,Dog,CA
1560,Pit Bull Terrier,Dog,CA
1561,Rat Terrier,Dog,CA
